x y
299.42444 134.425931
298.711041 134.52628
296.29741 133.318761
294.716871 134.251951
293.604189 134.872781
293.600402 134.97496
292.498892 135.976811
291.349639 136.214601
290.440483 136.129082
289.261201 136.493522
287.5064 136.657561
287.50179 136.78433
286.142882 137.245961
283.652019 138.09302
281.72198 138.199821
280.602742 137.625221
279.04207 138.02574
278.831482 138.068541
278.505881 138.133862
276.227141 137.38843
275.235409 137.47982
273.673862 138.592341
272.572421 138.220681
271.410981 138.101901
269.89239 137.36005
269.50441 137.574571
269.293909 138.322821
269.41966 138.707591
269.979211 139.33765
271.753482 140.670221
272.485451 141.4333
272.711981 142.17796
272.759782 142.968321
271.76629 146.721511
270.752081 148.923861
270.416403 149.828181
270.197122 151.01533
270.197133 152.439101
271.304449 156.8752
272.614521 159.870491
273.288481 161.54613
274.356752 162.803692
275.140771 164.941822
275.598212 165.592722
275.996051 165.783542
276.831442 166.474851
277.414481 167.412852
277.477411 167.514122
277.54955 168.32958
278.176442 169.9023
279.558421 172.290061
279.746922 172.677512
279.774553 172.943611
281.605543 173.174822
282.724442 173.339501
283.08606 173.726982
283.202381 173.981651
283.374612 174.426622
283.107939 174.917471
282.204479 175.763161
281.815092 176.189361
282.053161 177.510791
281.6153 179.85926
281.75857 180.80384
282.184262 181.632881
281.39201 182.571162
280.78403 182.600842
279.942359 182.799312
278.868753 183.829402
278.61516 183.845931
278.200271 183.42464
277.797953 183.360412
277.168273 183.998451
276.649462 185.07342
275.860012 185.935662
275.37915 186.656321
274.410132 187.995801
273.357913 191.109011
273.395322 191.46688
272.052819 192.15402
269.761141 193.849401
266.995619 196.035421
263.827273 198.155582
262.65999 198.90108
259.14612 200.78069
254.669382 202.675951
253.048021 204.06498
251.28787 204.407252
249.684941 203.91734
247.770123 203.643461
246.435332 204.12859
244.59101 205.382541
244.515192 205.380731
243.099762 205.302661
241.548512 205.47569
239.901882 206.177812
237.63131 206.62923
235.874009 206.89511
233.375631 206.651641
232.25047 206.254841
230.192822 205.036701
229.994193 204.928191
226.901383 203.62181
225.897092 203.380961
224.95472 203.525612
224.5546 203.38359
223.636932 204.24046
222.273009 206.223081
221.567242 207.519921
221.82328 208.138091
223.171101 207.98474
223.462613 208.32546
223.165 208.847471
220.715013 210.055452
219.447861 210.42849
218.564632 210.689172
217.982731 212.065081
216.443271 211.22212
215.394452 210.06734
215.201381 209.85588
215.78462 209.139732
217.559302 208.391201
217.875802 208.046801
217.326343 207.137132
217.080652 205.961022
216.327333 206.153961
215.08136 207.07616
214.140232 207.335812
212.539031 207.853331
212.399642 208.203532
212.589452 209.25263
212.523551 210.368581
211.502101 211.297401
211.431251 211.899652
211.39214 212.232771
212.061521 213.323862
212.398042 213.820032
212.369493 214.606242
211.611122 215.26463
210.048631 215.055631
208.936372 214.304131
208.647011 214.599132
209.029083 215.93399
208.931073 216.540332
208.359362 217.637271
206.82499 218.750602
206.112233 218.85177
205.697941 218.404272
206.211161 216.82316
205.943632 215.821741
205.458983 215.2207
204.998232 215.356632
204.966012 216.2438
204.622541 216.638772
204.44496 217.343971
204.517581 218.515101
204.25686 219.039541
203.22227 219.636311
201.99915 219.846232
200.074323 219.853822
199.705149 219.560522
199.786022 218.724911
200.256879 218.310371
200.261902 217.471821
199.325191 217.463651
198.45801 217.635392
197.859322 217.385641
197.125479 216.673842
195.387751 216.406861
194.517261 215.969652
193.142611 214.531642
191.91569 212.979141
191.733042 211.727591
191.191233 211.301021
190.542301 210.337971
189.147402 208.992032
188.818991 208.268192
189.19869 207.569971
189.07223 207.56531
189.293552 207.35608
188.468172 205.35857
188.665381 204.806501
189.573542 204.204601
190.537851 203.451621
190.541572 203.349411
192.844233 203.406701
192.931061 203.104622
192.6785 202.384242
192.753013 201.726221
193.43218 201.343332
193.636051 202.52037
194.141902 202.539392
194.608273 202.250771
195.431083 202.611441
196.63088 202.348692
197.13313 202.468921
197.3226 202.831191
197.063752 203.68596
197.43028 204.055841
198.117852 203.952212
198.421782 204.649742
199.194881 204.982701
201.22577 204.853192
202.294922 205.399381
204.168052 203.412991
204.362371 202.693461
204.18067 202.101951
203.737629 201.757081
203.10355 201.812421
203.30428 202.580891
203.242611 203.186261
202.961782 202.97598
202.471742 202.527021
202.272821 201.707691
202.596741 200.397522
202.91717 199.18829
202.76422 198.496881
202.194361 197.436271
202.163341 197.045852
200.19688 197.597861
200.517859 198.524641
200.15872 199.350342
199.500433 199.878491
199.219552 200.104861
198.558222 200.183042
197.288511 200.975282
196.726521 201.10716
196.014493 199.78521
194.668782 199.177932
192.547461 197.602511
192.071869 196.74685
192.412621 196.427892
193.916101 196.178061
194.207182 195.832271
194.26041 195.105472
194.059429 195.047811
193.159053 194.76169
191.780452 194.410711
191.02457 194.333311
190.45337 194.034371
189.999563 193.993782
189.812129 194.053382
188.772193 194.383361
188.489082 194.52625
187.81825 194.909741
187.41514 194.870791
186.56107 193.976711
185.682281 193.795311
184.262623 193.899421
182.808001 194.280791
182.525732 194.398091
182.344549 194.519881
182.034402 194.711802
181.002681 196.023841
180.073132 196.57613
179.931892 197.0026
180.028291 197.870191
179.630911 198.389981
178.96287 198.698131
178.283502 198.627141
177.677352 198.578391
176.81573 199.36118
176.534132 199.212831
175.491232 198.776141
175.182772 198.623591
175.00643 198.600952
174.771313 198.600751
174.565452 198.752872
174.271141 199.342241
173.903513 199.80007
173.33045 199.929522
172.698842 199.51563
172.27296 199.035292
171.700142 198.18549
171.347471 197.879582
170.68613 197.356892
170.0394 196.964502
169.348551 196.789772
168.422392 196.615201
167.907681 196.092781
167.474761 195.868572
167.08427 195.599411
165.92584 195.45799
165.43744 194.95911
164.842141 193.15944
164.52345 192.869601
164.069672 192.828891
163.60707 193.041461
162.526972 193.56446
162.050582 193.445891
161.398392 192.559451
160.848922 192.36262
159.945709 192.153711
158.996402 191.81734
158.414552 191.823132
157.63588 192.40625
157.124562 192.566412
156.344232 192.464671
154.24604 192.443202
154.05006 192.25921
153.769643 191.589372
153.49977 191.350042
152.945831 191.281631
152.025149 191.580021
151.274261 192.08924
151.056511 192.538292
150.785529 194.537421
150.322873 195.48613
150.114741 195.65692
149.322149 195.909921
148.561019 195.986022
147.403511 195.81899
145.773932 195.408531
144.951749 195.787791
144.521552 195.798551
143.875351 195.471382
143.8135 195.062331
143.511251 194.28957
142.419111 192.957191
141.999312 192.663522
140.924171 192.318381
140.848419 192.295421
139.811442 191.979131
139.528842 191.91611
135.891132 191.102161
135.126572 190.7287
134.322689 190.335232
133.870063 190.242551
132.72533 190.379921
131.891181 190.982082
131.217451 191.4692
130.262582 192.522022
130.6167 193.405742
130.967252 193.520062
131.261902 194.495841
131.437151 194.55237
131.530292 194.785061
131.99647 194.496561
132.814982 194.983781
132.702991 195.99616
132.341329 196.265701
131.922482 196.577201
132.85151 197.59902
132.413119 198.45016
131.760941 198.275382
131.273 197.749202
130.449032 197.415352
129.88523 196.886831
129.844351 196.817972
129.526571 196.289931
129.42539 196.285961
128.81634 195.603031
127.831712 195.02974
126.22103 195.136112
126.056501 195.149222
125.182661 195.22029
124.98265 195.57686
123.905191 195.530501
123.804932 195.502442
123.700802 195.359881
122.814553 194.144871
122.02916 192.720031
121.355583 191.977312
119.93275 190.40916
119.691182 188.64661
120.64054 187.58744
120.822933 186.72991
119.842281 185.09361
118.87724 184.449091
118.300682 184.276381
117.866122 184.38881
117.676422 184.737481
115.498272 186.159611
114.735783 186.234592
113.654741 184.570131
114.475112 184.293401
115.31265 184.246542
115.96757 183.707711
115.890801 183.657511
115.835573 183.071791
115.492211 182.754701
115.135291 182.816972
113.317641 180.491371
112.23489 179.587741
111.413512 179.177591
109.871053 179.097681
107.722451 179.68248
106.15473 179.60254
105.901703 179.592131
102.783271 178.94942
101.37681 177.882632
100.711011 178.088522
100.19263 179.13734
99.544082 179.57223
97.797372 179.53568
97.43695 179.644462
96.209981 180.01434
95.406072 180.544962
95.705461 181.394271
95.93819 182.699171
96.72155 184.91222
96.577183 185.41544
95.47381 185.096722
95.47744 184.99571
94.578871 185.12594
93.037661 186.662872
91.809052 187.02607
89.213612 185.91914
88.20256 185.85716
85.518571 186.55135
83.94765 187.28384
83.28894 187.285451
82.561651 187.09046
81.231361 186.731122
80.8923 186.286992
80.81298 184.937022
82.084852 182.618162
81.911772 181.773571
80.377382 181.46497
79.229161 180.254832
77.600533 179.740942
77.305041 178.052891
76.925072 177.32707
75.777302 176.829432
75.676012 176.826391
75.54423 175.525241
75.165132 174.774062
74.34534 174.313431
73.349661 173.08409
72.509422 171.757732
72.63905 170.94954
74.990812 171.79406
75.605202 171.611961
77.328433 171.596961
78.734321 171.23907
80.042942 171.487941
82.638842 172.596921
84.05752 172.594751
85.353829 171.750901
85.804153 170.471372
86.368501 169.550001
86.182689 169.197981
85.92897 168.20848
85.257981 167.856631
84.279552 167.619612
83.067272 166.816441
82.869939 165.920831
81.94932 164.721181
81.63033 164.43025
81.281709 164.266211
80.344401 164.31174
79.599231 163.904802
79.12518 163.71183
78.64087 163.822801
78.05547 163.929881
77.754041 163.868811
77.568142 163.38003
77.671342 162.570251
78.130012 161.721001
78.086713 160.753151
77.84821 159.57579
77.939371 159.121711
78.379241 158.83234
77.643529 158.145491
77.193902 157.977742
76.885891 157.357672
76.265421 157.007291
75.881632 156.383811
75.181919 156.132361
74.669301 155.581451
74.049582 155.20413
72.530901 153.730071
72.33519 152.78342
71.93769 152.566402
71.55572 151.893092
71.261022 151.629031
70.007002 151.307681
69.717469 150.890871
69.696541 150.762251
69.886213 150.387411
70.80357 150.189562
71.013331 149.967151
70.845871 149.683161
69.38498 148.743452
67.771091 147.088472
67.173981 146.789511
66.266471 145.945772
65.140392 145.577371
64.594741 145.254421
63.93516 145.308601
63.38948 144.98449
62.534032 144.092421
62.058203 143.948751
61.87136 143.485041
62.26101 142.43003
62.073419 141.992212
61.926122 141.860401
60.058612 141.722001
59.339461 141.290731
58.859911 139.749
58.392571 139.353001
57.318742 138.936282
57.18911 138.142391
57.116311 137.325361
57.990092 136.974931
58.16322 136.37006
56.075693 135.915842
54.87186 134.831261
53.82548 132.861761
52.955959 131.636532
52.255222 131.38221
50.17958 131.31035
48.58795 130.440581
47.680262 130.306842
45.358992 129.28494
44.346511 129.250632
43.528811 128.712972
43.198851 128.726781
42.72912 129.11696
41.962162 128.58183
40.062862 126.353822
38.02131 123.840582
37.963953 123.304681
38.377249 122.352321
39.72351 120.65442
40.33884 119.8777
39.98512 116.202921
39.58485 115.324022
38.459252 114.165331
38.155873 113.41677
38.124113 112.143721
37.34762 111.14979
37.31461 110.640091
37.69561 109.890811
39.1863 108.567721
39.212841 107.806371
38.055202 106.11211
36.596782 105.043381
34.43105 104.638471
33.028891 102.68038
32.682442 102.440102
32.535749 102.28223
31.599341 101.512032
30.205451 100.77682
30.23325 100.698101
28.451051 99.468701
25.506702 98.119622
24.96997 97.516471
23.909772 95.928072
21.09836 93.666801
19.113691 91.689762
17.118269 90.01702
15.366341 88.633562
12.786951 86.25458
12.301672 85.626532
12.35081 84.94119
14.007721 83.217102
15.117282 81.194831
15.091361 80.4826
13.056621 78.477271
9.719812 73.806512
9.32027 72.9014
9.775441 72.205211
9.864223 70.376421
9.117081 69.256082
8.77248000000001 68.226031
9.0530100 67.446631
11.72058 65.834362
12.94706 64.83309
14.162301 63.42458
14.965622 62.092252
15.38327 61.125922
14.988941 60.068391
13.683122 58.24215
12.447122 56.59554
12.17625 54.907351
11.373162 53.937091
10.9785 53.618161
10.91962 52.394192
11.767502 50.616431
11.790413 49.955132
11.375771 49.483081
9.419662 48.854851
9.163802 48.923181
7.22319 48.575321
6.06464000000001 47.619102
4.73078200000001 48.056821
2.933641 47.230681
2.234372 46.187401
1.15678200000001 45.819302
0.944733000000007 45.354592
0 44.073962
0.146940000000002 43.493551
0.615282999999996 43.153242
1.78683000000002 43.04847
1.55834299999999 41.558492
0.168010000000009 38.50575
0.683391999999993 38.268971
3.45234299999999 38.136712
4.78897 37.622762
5.526111 37.57048
6.35023300000001 38.66933
6.987581 39.301852
8.44728 38.894881
9.820362 38.790561
12.52572 38.299191
13.857172 39.388422
16.484012 40.42121
18.166192 42.534451
20.219451 44.57274
23.573642 45.835401
24.4207 46.271971
25.286561 46.950912
25.713372 47.742681
26.13819 48.843851
26.04151 49.96847
25.70777 50.083342
25.27687 50.806492
24.385423 50.190552
23.315002 49.618962
22.54453 49.896952
20.697142 51.97011
21.389172 53.2167
21.49047 53.219731
21.3815 54.28238
20.574971 55.47807
19.654439 55.701181
19.60966 56.259442
22.488591 60.965961
23.173831 61.676971
26.01728 63.760631
26.917062 64.860702
28.877921 66.074721
30.596442 66.237152
33.615082 66.926792
33.86742 66.960971
36.2355 67.39975
38.47125 68.72528
40.032141 69.77125
41.33519 70.93682
42.37673 71.609652
43.667299 71.680471
48.552611 71.189671
52.02297 71.28534
55.243571 71.271081
57.31887 70.655771
57.322492 70.5543
58.93122 70.23
62.164942 69.121242
63.38858 68.934861
65.732352 67.89731
65.884851 67.16539
65.68547 66.343251
65.043752 65.125751
64.5991 64.065662
64.58794 63.10281
64.59012 62.15627
63.830852 61.392342
62.361629 60.628831
62.095481 60.26193
62.220061 59.605931
63.149311 58.415941
64.081612 57.863271
64.18884 56.977252
64.74038 56.436042
65.38157 56.230591
66.068731 55.440251
66.506352 55.251162
66.925549 54.146471
68.552512 53.312471
68.934843 52.537771
68.347511 49.7684
67.190732 48.047262
66.106731 47.14389
65.526233 45.621501
65.049132 44.765562
64.84771 43.282061
65.10366 41.05119
64.770522 40.428651
63.469102 39.211311
62.876151 38.04616
62.92171 36.7497
63.31867 36.280272
64.768492 35.439561
67.883239 35.574302
68.828563 35.379442
71.335152 34.77988
71.733972 34.259661
71.730991 33.622511
71.5171 32.494961
71.195552 31.542692
71.43138 30.608091
70.233831 28.607001
70.094093 27.53259
70.354271 26.624272
71.12409 26.372441
71.78093 26.44621
73.725982 28.83067
74.33211 28.903401
74.890761 27.446741
75.54517 26.924072
76.326201 26.300251
76.93734 24.795051
78.262261 23.18705
78.708921 22.032381
79.96714 20.879271
81.200512 18.275551
80.128972 17.016061
80.247302 16.537071
80.844412 16.150322
82.248431 15.89408
82.845582 15.50753
83.03257 14.521531
82.617911 13.335421
82.57034 12.64887
83.127162 12.5654
83.584771 11.81695
83.45816 11.812381
85.74216 8.914431
86.2196 7.60808
86.118233 7.60395
87.117031 6.620572
87.291351 5.27813
87.637821 4.80639999999999
88.708301 4.66649099999999
90.045001 6.31681
90.911912 6.908311
91.796052 7.0157
93.9763 4.90320999999999
94.921923 4.70784
95.3689 4.97723999999999
95.473132 5.61777
95.277691 6.120302
95.27335 6.95984
96.079649 7.82853199999999
96.831569 8.084171
98.348122 8.23967199999999
99.391372 8.148621
100.751442 9.14049
101.80848 10.805422
102.377719 11.208432
103.061731 11.231851
104.78893 10.453841
105.945392 10.74955
106.605852 10.72144
107.20477 10.283841
109.277682 9.05986
109.774563 10.070021
110.375402 10.295302
111.46659 10.28261
111.91719 10.451791
113.92601 12.456771
115.956362 13.140042
116.319282 13.637371
116.182641 14.624801
116.393503 15.115421
117.680981 15.2879
118.61201 16.21275
119.194789 16.233741
120.167423 15.988591
120.698502 16.0322
120.79984 16.035631
121.40787 16.770521
121.455882 17.561651
122.040272 18.955961
123.401961 19.183361
123.977502 18.694151
124.518491 17.745862
125.09213 17.308091
126.093801 16.962731
127.53786 17.01357
130.02686 17.636392
131.137081 17.089662
131.665591 16.497982
131.81571 15.841272
132.546862 15.257311
134.086001 14.777642
134.192012 13.227942
134.572079 12.528811
134.885182 12.285651
135.648802 12.21004
136.251412 12.384821
137.386903 13.264741
137.381519 13.418311
138.339621 13.579962
138.906933 13.319992
141.185519 11.31309
141.673299 11.153021
142.408811 11.86564
142.988791 11.963152
145.232823 11.6355
146.216332 11.798281
146.822452 12.583201
146.808843 13.121521
146.762281 14.97403
147.0735 15.494582
147.384489 16.727741
147.283181 16.723452
148.9277 18.971562
149.820612 19.537771
153.24157 19.63513
156.011152 19.504711
156.720341 20.242451
157.76846 22.138391
158.108399 23.27066
159.353873 24.613811
159.578971 25.41085
158.978642 27.299022
158.991919 28.34288
159.457612 29.505121
160.694819 31.075491
162.58813 32.034471
164.91954 32.092312
165.69296 32.451821
166.366482 34.180711
167.07464 34.944261
168.599682 35.558341
168.912581 36.02867
168.69486 37.853491
169.740952 39.800282
169.823112 40.33642
168.597692 41.973021
167.81341 44.744351
167.408843 45.417241
165.85523 47.01595
163.903549 48.396572
163.78947 48.748751
164.509061 49.55016
165.277091 50.40549
166.620702 52.54071
167.48068 53.308471
168.262181 53.439682
169.578551 52.798951
171.55405 52.86998
172.501021 53.336461
173.989331 54.96735
175.04408 57.371921
176.51737 58.010431
177.67545 59.655462
179.873102 60.599472
181.065851 61.27852
181.7283 62.599791
181.434802 63.70887
180.433452 64.055302
179.579331 64.53404
179.408222 65.061871
179.6865 65.783832
180.417882 66.599032
182.247432 67.19971
183.90298 68.40414
184.49985 68.73131
184.922091 68.974971
187.351102 69.82516
188.294192 70.394222
189.44995 70.6901
191.15035 70.649171
191.591842 70.360602
192.533232 68.867131
192.80238 67.731782
192.53644 65.966212
193.041842 64.61033
193.02937 64.25355
192.426231 61.9917
192.823862 60.810161
193.067421 60.387342
192.93136 59.237311
192.516769 58.076901
192.397332 56.468411
191.873101 55.533732
191.213083 54.848462
190.59519 52.993952
190.493881 52.990221
190.549471 52.152241
192.167281 49.486931
191.89392 47.925832
192.106593 47.653011
193.60447 46.204181
194.675022 45.35374
197.042012 44.41964
197.045689 44.318271
198.055542 43.743881
198.69097 43.002841
200.570522 40.118741
201.304962 38.744771
202.333232 37.66259
202.434981 36.952631
202.916882 36.180271
203.35036 35.48444
204.118021 34.595822
204.587282 33.543132
205.786111 33.356661
207.030071 33.326362
207.824941 32.38705
209.895123 31.953211
209.94855 31.876791
210.430251 31.18391
210.977141 31.125211
211.677962 31.050241
214.15995 31.85252
214.404452 31.874661
214.640349 31.895051
214.86997 31.771191
215.860302 31.233522
217.2793 30.4639
218.472702 30.431311
219.36752 31.633872
221.36925 29.593182
221.267931 29.590201
222.227731 28.300801
223.088632 27.64441
223.191322 26.910191
222.912242 26.21252
222.179012 25.448162
221.062591 25.458621
221.72125 24.081772
221.285509 23.506701
220.04835 22.64677
220.044712 22.748961
218.673959 21.375801
218.125371 20.414062
218.300481 19.783842
218.975673 19.349781
220.04332 19.28636
221.82729 18.358332
224.06281 16.065121
224.94516 15.620421
225.297262 15.59009
225.581342 15.56722
226.178712 15.18118
226.213872 12.814131
226.681442 11.813141
227.761711 10.38445
228.38677 9.558581
228.384973 8.20965
229.657902 5.989061
229.78504 5.28106199999999
229.212441 4.980671
228.401319 4.26363099999999
227.886412 3.07313
227.877161 1.927751
228.75536 1.88608099999999
229.77875 2.659121
230.615712 2.66398
231.76753 1.68673999999999
232.535801 1.48542999999999
233.358013 1.897732
233.892912 1.840092
234.29226 1.320421
234.503832 0.385190999999992
235.101292 0
235.836042 0.0269609999999957
236.585072 0.358739999999991
237.151541 0.930800999999992
237.210021 2.01100999999999
238.198341 4.13486
238.307821 5.309401
238.60952 6.08439199999999
239.96779 7.101751
240.963439 9.021281
240.801249 9.295132
240.797561 9.397741
240.08351 9.499362
239.660081 10.68013
238.76047 11.003341
238.226941 11.722291
238.2233 11.824492
236.73678 11.541211
235.95373 12.149891
235.654772 12.698112
235.212321 15.101081
234.438821 16.1423
233.862533 17.343051
234.577269 18.617231
236.064912 19.561322
236.050242 19.964991
236.014039 20.959771
235.776072 21.474282
235.215689 22.686951
235.202583 24.442982
236.072019 25.645201
237.279012 26.63155
237.282711 26.529352
239.497122 27.01792
240.137269 27.54916
240.645871 29.605631
240.627732 30.800821
240.031051 32.560711
240.132721 33.25163
240.81237 34.09096
242.28001 34.882432
242.28371 34.78109
243.614469 35.846991
244.40319 37.17335
245.702751 37.705271
246.17414 38.68855
246.67323 38.910761
247.508242 38.966771
248.69251 39.874991
249.128662 41.825671
249.63955 43.116881
250.75058 43.945662
251.10758 45.282462
251.565711 45.93512
252.46351 46.350711
252.747963 46.89504
252.717682 48.420541
253.33837 50.17472
255.089742 52.911572
256.416361 56.166351
256.208681 57.68593
256.275642 58.629931
255.250131 60.322442
255.380579 62.99901
255.174022 65.181272
254.56183 65.972311
253.701989 66.603011
252.801062 67.6647
252.728143 68.272032
252.957191 68.942481
254.347462 69.756772
254.822442 70.63861
254.748971 72.647132
255.006412 73.928521
255.506552 74.812052
256.317122 75.52868
257.896619 76.01861
260.041482 76.300622
261.107923 76.263211
262.020232 75.584321
261.704771 74.504082
262.346952 73.585241
264.10316 72.021131
265.30728 71.682851
265.618732 72.178202
266.4654 74.677321
267.838741 75.948451
268.34141 76.069071
268.905969 75.885712
269.474061 74.914222
269.330182 73.30609
268.51273 70.705632
268.6146 69.3107
268.416123 67.114131
269.315173 65.416202
269.952561 63.938911
269.69715 62.605542
269.808493 61.642221
270.85409 60.789901
271.4178 60.632621
272.72125 59.662341
273.337342 58.768792
273.786182 56.90258
274.962012 55.264512
275.748841 54.555312
277.96421 53.61826
278.835502 53.37127
280.000522 53.413571
280.441379 53.149231
282.441091 52.561151
284.705452 53.050431
286.177252 53.714931
288.500559 53.291631
289.596442 55.215212
289.724091 55.881731
289.492601 57.34852
289.74226 58.835022
289.841703 58.889181
290.95793 59.566512
292.301942 58.8774
292.873121 58.517331
